,ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,Approval,Reason
9005,9006,8045.0,400.0,490.0,321.0,499008.0,54890.88,444117.12,2662.71,684,No,"DTI is high, should be 43 or less prefereably less than 28%"
9006,9007,2161.0,265.0,394.0,338.0,438111.0,83241.09,354869.91,1496.15,810,No,"DTI is high, should be 43 or less prefereably less than 28%"
9007,9008,3108.0,388.0,382.0,367.0,298426.0,74606.5,223819.5,1341.91,651,No,"DTI is high, should be 43 or less prefereably less than 28%"
9008,9009,4980.0,348.0,452.0,204.0,353575.0,60107.75,293467.25,1759.48,800,No,"DTI is high, should be 43 or less prefereably less than 28%"
9009,9010,5112.0,409.0,375.0,229.0,277684.0,24991.56,252692.44,1515.02,669,No,"DTI is high, should be 43 or less prefereably less than 28%"
9010,9011,7807.0,446.0,423.0,354.0,270254.0,62158.42,208095.58,1526.93,508,No,"Credit Score is too low, should be 640 or above"
9011,9012,3948.0,358.0,354.0,226.0,251562.0,12578.1,238983.9,1589.97,611,No,"Credit Score is too low, should be 640 or above"
9012,9013,8226.0,217.0,495.0,281.0,378477.0,83264.94,295212.06,2166.16,595,No,"Credit Score is too low, should be 640 or above"
9013,9014,3487.0,209.0,496.0,376.0,307539.0,15376.95,292162.05,1568.39,740,No,"DTI is high, should be 43 or less prefereably less than 28%"
9014,9015,5339.0,320.0,444.0,327.0,335529.0,80526.96,255002.04,1075.1,807,Yes,You pass all criteria
9015,9016,3684.0,492.0,369.0,240.0,238081.0,59520.25,178560.75,1187.97,605,No,"Credit Score is too low, should be 640 or above"
9016,9017,4299.0,435.0,468.0,404.0,404928.0,36443.52,368484.48,1978.1,730,No,"DTI is high, should be 43 or less prefereably less than 28%"
9017,9018,3821.0,276.0,486.0,273.0,260610.0,33879.3,226730.7,1508.45,645,No,"DTI is high, should be 43 or less prefereably less than 28%"
9018,9019,7523.0,291.0,423.0,299.0,300194.0,51032.98,249161.02,1337.55,715,No,"DTI is high, should be 43 or less prefereably less than 28%"
9019,9020,4418.0,362.0,483.0,291.0,389038.0,19451.9,369586.1,1764.46,790,No,"DTI is high, should be 43 or less prefereably less than 28%"
9020,9021,3183.0,243.0,481.0,278.0,462810.0,111074.4,351735.6,2580.91,536,No,"Credit Score is too low, should be 640 or above"
9021,9022,3283.0,264.0,378.0,368.0,277055.0,69263.75,207791.25,1382.44,605,No,"Credit Score is too low, should be 640 or above"
9022,9023,6310.0,275.0,394.0,368.0,420346.0,71458.82,348887.18,2091.75,659,No,"DTI is high, should be 43 or less prefereably less than 28%"
9023,9024,3206.0,400.0,366.0,212.0,349659.0,69931.8,279727.2,1179.34,839,No,"DTI is high, should be 43 or less prefereably less than 28%"
9024,9025,4385.0,222.0,384.0,284.0,246278.0,59106.72,187171.28,893.58,782,Yes,You pass all criteria
9025,9026,6581.0,432.0,472.0,332.0,490414.0,49041.4,441372.6,2936.46,632,No,"Credit Score is too low, should be 640 or above"
9026,9027,3529.0,221.0,373.0,433.0,472008.0,56640.96,415367.04,3047.82,510,No,"Credit Score is too low, should be 640 or above"
9027,9028,4659.0,290.0,350.0,425.0,373191.0,48514.83,324676.17,1550.05,770,No,"DTI is high, should be 43 or less prefereably less than 28%"
9028,9029,3375.0,427.0,411.0,225.0,230982.0,36957.12,194024.88,818.02,801,No,"DTI is high, should be 43 or less prefereably less than 28%"
9029,9030,2002.0,289.0,441.0,316.0,394557.0,23673.42,370883.58,1563.66,650,No,"DTI is high, should be 43 or less prefereably less than 28%"
9030,9031,4064.0,375.0,369.0,423.0,488977.0,73346.55,415630.45,3049.75,549,No,"Credit Score is too low, should be 640 or above"
9031,9032,7132.0,338.0,380.0,437.0,298541.0,50751.97,247789.03,1818.19,507,No,"Credit Score is too low, should be 640 or above"
9032,9033,9010.0,210.0,393.0,200.0,287187.0,63181.14,224005.86,1643.68,563,No,"Credit Score is too low, should be 640 or above"
9033,9034,7949.0,356.0,498.0,227.0,478187.0,124328.62,353858.38,1899.59,702,Yes,You pass all criteria
9034,9035,3358.0,350.0,396.0,352.0,306155.0,42861.7,263293.3,1931.95,591,No,"Credit Score is too low, should be 640 or above"
9035,9036,4981.0,292.0,494.0,288.0,473428.0,108888.44,364539.56,2674.86,573,No,"Credit Score is too low, should be 640 or above"
9036,9037,9214.0,463.0,495.0,418.0,303287.0,63690.27,239596.73,1436.5,673,Yes,You pass all criteria
9037,9038,2704.0,396.0,387.0,313.0,348749.0,76724.78,272024.22,1146.87,830,No,"DTI is high, should be 43 or less prefereably less than 28%"
9038,9039,6691.0,278.0,472.0,284.0,448854.0,80793.72,368060.28,1757.18,752,No,"DTI is high, should be 43 or less prefereably less than 28%"
9039,9040,9859.0,467.0,425.0,441.0,361787.0,104918.23,256868.77,1884.81,507,No,"Credit Score is too low, should be 640 or above"
9040,9041,8566.0,491.0,471.0,405.0,252348.0,58040.04,194307.96,927.66,795,Yes,You pass all criteria
9041,9042,3433.0,372.0,485.0,320.0,422943.0,63441.45,359501.55,2637.9,566,No,"Credit Score is too low, should be 640 or above"
9042,9043,7927.0,368.0,443.0,368.0,454683.0,27280.98,427402.02,3136.12,533,No,"Credit Score is too low, should be 640 or above"
9043,9044,2603.0,363.0,400.0,386.0,268422.0,69789.72,198632.28,948.3,755,No,"DTI is high, should be 43 or less prefereably less than 28%"
9044,9045,5725.0,426.0,489.0,209.0,341656.0,54664.96,286991.04,2105.84,594,No,"Credit Score is too low, should be 640 or above"
9045,9046,2995.0,231.0,481.0,238.0,333416.0,56680.72,276735.28,1659.17,661,No,"DTI is high, should be 43 or less prefereably less than 28%"
9046,9047,4780.0,462.0,463.0,369.0,284299.0,59702.79,224596.21,1648.01,542,No,"Credit Score is too low, should be 640 or above"
9047,9048,6852.0,212.0,471.0,225.0,348835.0,62790.3,286044.7,2098.89,649,No,"DTI is high, should be 43 or less prefereably less than 28%"
9048,9049,9755.0,202.0,359.0,340.0,250152.0,27516.72,222635.28,1062.89,784,No,"DTI is high, should be 43 or less prefereably less than 28%"
9049,9050,4233.0,490.0,476.0,296.0,366370.0,47628.1,318741.9,1911.02,690,No,"DTI is high, should be 43 or less prefereably less than 28%"
9050,9051,6249.0,434.0,424.0,373.0,282016.0,14100.8,267915.2,1965.87,589,No,"Credit Score is too low, should be 640 or above"
9051,9052,2096.0,260.0,446.0,239.0,427841.0,106960.25,320880.75,2134.83,609,No,"Credit Score is too low, should be 640 or above"
9052,9053,9807.0,285.0,452.0,233.0,445180.0,75680.6,369499.4,1764.05,794,No,"DTI is high, should be 43 or less prefereably less than 28%"
9053,9054,8052.0,290.0,497.0,226.0,264365.0,13218.25,251146.75,1842.83,552,No,"Credit Score is too low, should be 640 or above"
9054,9055,2922.0,479.0,430.0,449.0,387542.0,62006.72,325535.28,1951.75,676,No,"DTI is high, should be 43 or less prefereably less than 28%"
9055,9056,2073.0,224.0,460.0,396.0,271973.0,32636.76,239336.24,1434.94,657,No,"DTI is high, should be 43 or less prefereably less than 28%"
9056,9057,8149.0,403.0,433.0,206.0,304502.0,21315.14,283186.86,1697.85,665,No,"DTI is high, should be 43 or less prefereably less than 28%"
9057,9058,2799.0,352.0,374.0,372.0,327439.0,42567.07,284871.93,1360.02,788,No,"DTI is high, should be 43 or less prefereably less than 28%"
9058,9059,9165.0,404.0,431.0,339.0,412749.0,41274.9,371474.1,1773.47,699,No,"DTI is high, should be 43 or less prefereably less than 28%"
9059,9060,6008.0,457.0,444.0,433.0,254443.0,15266.58,239176.42,1754.99,588,No,"Credit Score is too low, should be 640 or above"
9060,9061,2258.0,249.0,440.0,371.0,488652.0,48865.2,439786.8,3227.0,574,No,"Credit Score is too low, should be 640 or above"
9061,9062,6967.0,316.0,406.0,446.0,329329.0,69159.09,260169.91,1396.65,701,Yes,You pass all criteria
9062,9063,3877.0,371.0,359.0,447.0,443245.0,106378.8,336866.2,2471.8,535,No,"Credit Score is too low, should be 640 or above"
9063,9064,3553.0,369.0,407.0,311.0,494127.0,69177.78,424949.22,1791.6,836,No,"DTI is high, should be 43 or less prefereably less than 28%"
9064,9065,4218.0,421.0,478.0,208.0,396831.0,55556.34,341274.66,2270.51,610,No,"Credit Score is too low, should be 640 or above"
9065,9066,9817.0,375.0,404.0,287.0,398240.0,95577.6,302662.4,2013.62,629,No,"Credit Score is too low, should be 640 or above"
9066,9067,4945.0,397.0,357.0,364.0,455662.0,132141.98,323520.02,2373.88,560,No,"Credit Score is too low, should be 640 or above"
9067,9068,6897.0,208.0,417.0,253.0,354791.0,85149.84,269641.16,1793.93,630,No,"Credit Score is too low, should be 640 or above"
9068,9069,5903.0,320.0,376.0,430.0,245960.0,61490.0,184470.0,880.69,774,Yes,You pass all criteria
9069,9070,3699.0,407.0,472.0,361.0,392667.0,58900.05,333766.95,2449.06,581,No,"Credit Score is too low, should be 640 or above"
9070,9071,4694.0,415.0,484.0,394.0,399200.0,55888.0,343312.0,2284.06,604,No,"Credit Score is too low, should be 640 or above"
9071,9072,5618.0,389.0,390.0,316.0,355822.0,64047.96,291774.04,1749.33,651,No,"DTI is high, should be 43 or less prefereably less than 28%"
9072,9073,5612.0,477.0,417.0,382.0,459451.0,128646.28,330804.72,2427.33,536,No,"Credit Score is too low, should be 640 or above"
9073,9074,4042.0,473.0,380.0,294.0,455554.0,113888.5,341665.5,1440.48,830,No,"DTI is high, should be 43 or less prefereably less than 28%"
9074,9075,9659.0,290.0,472.0,282.0,261477.0,62754.48,198722.52,837.82,813,Yes,You pass all criteria
9075,9076,2467.0,314.0,401.0,207.0,320697.0,93002.13,227694.87,1365.15,695,No,"DTI is high, should be 43 or less prefereably less than 28%"
9076,9077,3715.0,397.0,451.0,253.0,411915.0,32953.2,378961.8,1597.72,817,No,"DTI is high, should be 43 or less prefereably less than 28%"
9077,9078,2639.0,227.0,350.0,350.0,428085.0,21404.25,406680.75,2183.15,714,No,"DTI is high, should be 43 or less prefereably less than 28%"
9078,9079,9528.0,262.0,402.0,281.0,275615.0,77172.2,198442.8,947.4,791,Yes,You pass all criteria
9079,9080,9636.0,217.0,401.0,362.0,274062.0,52071.78,221990.22,935.92,826,No,"DTI is high, should be 43 or less prefereably less than 28%"
9080,9081,7375.0,344.0,365.0,294.0,488264.0,117183.36,371080.64,1992.04,710,Yes,You pass all criteria
9081,9082,6978.0,425.0,407.0,435.0,279888.0,81167.52,198720.48,837.81,818,Yes,You pass all criteria
9082,9083,4130.0,390.0,471.0,277.0,330416.0,85908.16,244507.84,1312.57,725,No,"DTI is high, should be 43 or less prefereably less than 28%"
9083,9084,3797.0,339.0,488.0,344.0,418934.0,37704.06,381229.94,2797.33,569,No,"Credit Score is too low, should be 640 or above"
9084,9085,2109.0,253.0,474.0,401.0,245727.0,12286.35,233440.65,1553.09,635,No,"Credit Score is too low, should be 640 or above"
9085,9086,7206.0,242.0,354.0,270.0,493121.0,83830.57,409290.43,1725.58,844,No,"DTI is high, should be 43 or less prefereably less than 28%"
9086,9087,6173.0,421.0,357.0,215.0,420322.0,109283.72,311038.28,2069.35,625,No,"Credit Score is too low, should be 640 or above"
9087,9088,4279.0,393.0,435.0,323.0,333346.0,93336.88,240009.12,1596.79,642,No,"DTI is high, should be 43 or less prefereably less than 28%"
9088,9089,5450.0,213.0,390.0,285.0,412652.0,24759.12,387892.88,2580.66,630,No,"Credit Score is too low, should be 640 or above"
9089,9090,2715.0,333.0,399.0,297.0,315004.0,18900.24,296103.76,2172.7,582,No,"Credit Score is too low, should be 640 or above"
9090,9091,8823.0,275.0,472.0,262.0,334560.0,63566.4,270993.6,1988.46,526,No,"Credit Score is too low, should be 640 or above"
9091,9092,6634.0,307.0,458.0,304.0,293717.0,35246.04,258470.96,1896.57,539,No,"Credit Score is too low, should be 640 or above"
9092,9093,6612.0,466.0,417.0,389.0,406738.0,20336.9,386401.1,2316.67,653,No,"DTI is high, should be 43 or less prefereably less than 28%"
9093,9094,6117.0,356.0,389.0,266.0,288702.0,34644.24,254057.76,1212.91,793,No,"DTI is high, should be 43 or less prefereably less than 28%"
9094,9095,8248.0,374.0,387.0,404.0,327607.0,22932.49,304674.51,2027.01,636,No,"Credit Score is too low, should be 640 or above"
9095,9096,7222.0,318.0,427.0,440.0,303017.0,75754.25,227262.75,1220.0,711,Yes,You pass all criteria
9096,9097,9223.0,351.0,490.0,203.0,272922.0,43667.52,229254.48,1682.19,556,No,"Credit Score is too low, should be 640 or above"
9097,9098,5310.0,286.0,361.0,297.0,236277.0,47255.4,189021.6,1133.28,667,Yes,You pass all criteria
9098,9099,8436.0,231.0,449.0,441.0,389197.0,108975.16,280221.84,2056.17,517,No,"Credit Score is too low, should be 640 or above"
9099,9100,3487.0,318.0,419.0,304.0,305018.0,33551.98,271466.02,1991.92,570,No,"Credit Score is too low, should be 640 or above"
9100,9101,5917.0,319.0,484.0,221.0,498244.0,49824.4,448419.6,2407.21,715,No,"DTI is high, should be 43 or less prefereably less than 28%"
9101,9102,3896.0,383.0,408.0,399.0,475680.0,28540.8,447139.2,1885.16,841,No,"DTI is high, should be 43 or less prefereably less than 28%"
9102,9103,8746.0,425.0,354.0,446.0,393931.0,47271.72,346659.28,2078.4,679,No,"DTI is high, should be 43 or less prefereably less than 28%"
9103,9104,2769.0,353.0,395.0,286.0,235745.0,28289.4,207455.6,1243.8,653,No,"DTI is high, should be 43 or less prefereably less than 28%"
9104,9105,8058.0,261.0,391.0,263.0,371048.0,44525.76,326522.24,1752.84,719,No,"DTI is high, should be 43 or less prefereably less than 28%"
9105,9106,7905.0,485.0,372.0,266.0,425642.0,97897.66,327744.34,1759.4,704,Yes,You pass all criteria
9106,9107,3000.0,435.0,420.0,304.0,416854.0,104213.5,312640.5,2294.05,587,No,"Credit Score is too low, should be 640 or above"
9107,9108,9775.0,468.0,440.0,224.0,245883.0,68847.24,177035.76,1177.82,619,No,"Credit Score is too low, should be 640 or above"
9108,9109,7866.0,357.0,392.0,215.0,348290.0,101004.1,247285.9,1814.5,571,No,"Credit Score is too low, should be 640 or above"
9109,9110,7910.0,225.0,361.0,412.0,387971.0,104752.17,283218.83,1352.13,759,Yes,You pass all criteria
9110,9111,7111.0,439.0,490.0,200.0,254758.0,35666.12,219091.88,923.7,814,No,"DTI is high, should be 43 or less prefereably less than 28%"
9111,9112,6329.0,376.0,444.0,427.0,279081.0,72561.06,206519.94,870.7,817,Yes,You pass all criteria
9112,9113,2639.0,426.0,458.0,339.0,268667.0,26866.7,241800.3,1774.24,549,No,"Credit Score is too low, should be 640 or above"
9113,9114,5385.0,318.0,430.0,244.0,404370.0,24262.2,380107.8,2789.1,594,No,"Credit Score is too low, should be 640 or above"
9114,9115,4199.0,273.0,385.0,408.0,287581.0,23006.48,264574.52,1115.46,831,No,"DTI is high, should be 43 or less prefereably less than 28%"
9115,9116,8523.0,407.0,489.0,371.0,353581.0,84859.44,268721.56,1132.94,801,Yes,You pass all criteria
9116,9117,9185.0,488.0,387.0,423.0,317163.0,41231.19,275931.81,1481.26,707,No,"DTI is high, should be 43 or less prefereably less than 28%"
9117,9118,9626.0,303.0,427.0,300.0,368648.0,95848.48,272799.52,1635.57,685,Yes,You pass all criteria
9118,9119,9228.0,398.0,350.0,224.0,402955.0,32236.4,370718.6,2222.65,686,No,"DTI is high, should be 43 or less prefereably less than 28%"
9119,9120,2784.0,213.0,357.0,348.0,365695.0,25598.65,340096.35,2495.51,588,No,"Credit Score is too low, should be 640 or above"
9120,9121,6648.0,354.0,372.0,280.0,477285.0,66819.9,410465.1,2203.47,719,No,"DTI is high, should be 43 or less prefereably less than 28%"
9121,9122,5637.0,205.0,494.0,431.0,372406.0,22344.36,350061.64,2568.63,541,No,"Credit Score is too low, should be 640 or above"
9122,9123,2185.0,350.0,438.0,385.0,389164.0,77832.8,311331.2,2284.44,595,No,"Credit Score is too low, should be 640 or above"
9123,9124,5127.0,284.0,413.0,419.0,252656.0,60637.44,192018.56,1277.5,629,No,"Credit Score is too low, should be 640 or above"
9124,9125,5851.0,350.0,406.0,360.0,499955.0,124988.75,374966.25,1580.87,823,No,"DTI is high, should be 43 or less prefereably less than 28%"
9125,9126,9023.0,349.0,443.0,373.0,361143.0,79451.46,281691.54,2066.95,503,No,"Credit Score is too low, should be 640 or above"
9126,9127,9717.0,460.0,385.0,317.0,410757.0,24645.42,386111.58,2833.15,528,No,"Credit Score is too low, should be 640 or above"
9127,9128,5658.0,300.0,406.0,385.0,448211.0,35856.88,412354.12,2213.61,725,No,"DTI is high, should be 43 or less prefereably less than 28%"
9128,9129,5689.0,353.0,389.0,364.0,359463.0,50324.82,309138.18,2268.35,572,No,"Credit Score is too low, should be 640 or above"
9129,9130,5603.0,341.0,454.0,390.0,264629.0,21170.32,243458.68,1786.41,537,No,"Credit Score is too low, should be 640 or above"
9130,9131,7543.0,316.0,382.0,212.0,491418.0,98283.6,393134.4,2615.53,620,No,"Credit Score is too low, should be 640 or above"
9131,9132,2452.0,335.0,417.0,343.0,272743.0,73640.61,199102.39,950.55,756,No,"DTI is high, should be 43 or less prefereably less than 28%"
9132,9133,2734.0,293.0,420.0,393.0,259078.0,44043.26,215034.74,1430.63,625,No,"Credit Score is too low, should be 640 or above"
9133,9134,4002.0,201.0,442.0,380.0,362628.0,54394.2,308233.8,1471.56,752,No,"DTI is high, should be 43 or less prefereably less than 28%"
9134,9135,8608.0,240.0,459.0,360.0,454183.0,72669.28,381513.72,2799.41,563,No,"Credit Score is too low, should be 640 or above"
9135,9136,7653.0,330.0,361.0,261.0,451352.0,45135.2,406216.8,2702.57,622,No,"Credit Score is too low, should be 640 or above"
9136,9137,4545.0,313.0,459.0,424.0,366373.0,95256.98,271116.02,1455.41,739,No,"DTI is high, should be 43 or less prefereably less than 28%"
9137,9138,3096.0,433.0,356.0,227.0,250030.0,27503.3,222526.7,1480.48,633,No,"Credit Score is too low, should be 640 or above"
9138,9139,9129.0,323.0,433.0,338.0,429489.0,25769.34,403719.66,2420.5,661,No,"DTI is high, should be 43 or less prefereably less than 28%"
9139,9140,9039.0,327.0,350.0,230.0,290370.0,72592.5,217777.5,1169.08,722,Yes,You pass all criteria
9140,9141,3739.0,298.0,397.0,428.0,235860.0,14151.6,221708.4,1626.82,530,No,"Credit Score is too low, should be 640 or above"
9141,9142,9348.0,461.0,488.0,377.0,240512.0,31266.56,209245.44,998.97,764,No,"DTI is high, should be 43 or less prefereably less than 28%"
9142,9143,9994.0,382.0,420.0,206.0,320936.0,54559.12,266376.88,1123.06,808,No,"DTI is high, should be 43 or less prefereably less than 28%"
9143,9144,4479.0,413.0,437.0,397.0,447501.0,71600.16,375900.84,2758.23,566,No,"Credit Score is too low, should be 640 or above"
9144,9145,4760.0,364.0,476.0,289.0,386600.0,77320.0,309280.0,1660.28,703,No,"DTI is high, should be 43 or less prefereably less than 28%"
9145,9146,3948.0,469.0,481.0,387.0,379525.0,94881.25,284643.75,1893.74,629,No,"Credit Score is too low, should be 640 or above"
9146,9147,9399.0,436.0,482.0,329.0,342170.0,37638.7,304531.3,2234.54,500,No,"Credit Score is too low, should be 640 or above"
9147,9148,3461.0,452.0,373.0,389.0,301888.0,18113.28,283774.72,1887.96,631,No,"Credit Score is too low, should be 640 or above"
9148,9149,4897.0,483.0,485.0,277.0,482482.0,82021.94,400460.06,2938.43,501,No,"Credit Score is too low, should be 640 or above"
9149,9150,6249.0,294.0,413.0,409.0,246064.0,59055.36,187008.64,1372.2,549,No,"Credit Score is too low, should be 640 or above"
9150,9151,2438.0,292.0,429.0,270.0,270350.0,75698.0,194652.0,1428.29,585,No,"Credit Score is too low, should be 640 or above"
9151,9152,5061.0,337.0,487.0,439.0,321754.0,45045.56,276708.44,1166.61,815,No,"DTI is high, should be 43 or less prefereably less than 28%"
9152,9153,8225.0,384.0,429.0,206.0,233261.0,46652.2,186608.8,786.75,749,Yes,You pass all criteria
9153,9154,2357.0,442.0,393.0,385.0,241897.0,14513.82,227383.18,1668.46,519,No,"Credit Score is too low, should be 640 or above"
9154,9155,4412.0,245.0,414.0,270.0,402625.0,84551.25,318073.75,1341.01,807,No,"DTI is high, should be 43 or less prefereably less than 28%"
9155,9156,7865.0,267.0,496.0,381.0,324143.0,19448.58,304694.42,2027.14,610,No,"Credit Score is too low, should be 640 or above"
9156,9157,8973.0,392.0,438.0,212.0,325416.0,29287.44,296128.56,1248.49,805,No,"DTI is high, should be 43 or less prefereably less than 28%"
9157,9158,5560.0,261.0,374.0,246.0,431168.0,125038.72,306129.28,2246.27,592,No,"Credit Score is too low, should be 640 or above"
9158,9159,9943.0,471.0,350.0,245.0,236705.0,68644.45,168060.55,1007.61,693,Yes,You pass all criteria
9159,9160,8061.0,242.0,423.0,216.0,319018.0,15950.9,303067.1,2223.8,528,No,"Credit Score is too low, should be 640 or above"
9160,9161,2827.0,329.0,450.0,412.0,231631.0,34744.65,196886.35,939.97,784,No,"DTI is high, should be 43 or less prefereably less than 28%"
9161,9162,4384.0,278.0,420.0,283.0,405204.0,89144.88,316059.12,2319.13,584,No,"Credit Score is too low, should be 640 or above"
9162,9163,2045.0,449.0,450.0,444.0,450644.0,85622.36,365021.64,2428.5,634,No,"Credit Score is too low, should be 640 or above"
9163,9164,9505.0,211.0,475.0,326.0,320573.0,76937.52,243635.48,1027.18,805,Yes,You pass all criteria
9164,9165,6870.0,289.0,418.0,365.0,489238.0,117417.12,371820.88,2229.25,653,No,"DTI is high, should be 43 or less prefereably less than 28%"
9165,9166,7945.0,322.0,427.0,357.0,315385.0,69384.7,246000.3,1805.06,596,No,"Credit Score is too low, should be 640 or above"
9166,9167,3956.0,400.0,416.0,249.0,325383.0,16269.15,309113.85,2268.17,554,No,"Credit Score is too low, should be 640 or above"
9167,9168,7312.0,443.0,481.0,244.0,448825.0,116694.5,332130.5,2209.67,640,No,"Credit Score is too low, should be 640 or above"
9168,9169,9415.0,245.0,355.0,376.0,267324.0,13366.2,253957.8,1070.7,844,No,"DTI is high, should be 43 or less prefereably less than 28%"
9169,9170,2367.0,226.0,486.0,387.0,432911.0,73594.87,359316.13,2636.53,519,No,"Credit Score is too low, should be 640 or above"
9170,9171,7096.0,360.0,490.0,356.0,297557.0,41657.98,255899.02,1221.7,798,No,"DTI is high, should be 43 or less prefereably less than 28%"
9171,9172,2572.0,496.0,490.0,449.0,432986.0,38968.74,394017.26,1661.19,810,No,"DTI is high, should be 43 or less prefereably less than 28%"
9172,9173,8707.0,288.0,421.0,312.0,455247.0,22762.35,432484.65,2064.75,791,No,"DTI is high, should be 43 or less prefereably less than 28%"
9173,9174,9749.0,260.0,362.0,266.0,380659.0,49485.67,331173.33,1581.07,786,No,"DTI is high, should be 43 or less prefereably less than 28%"
9174,9175,5413.0,374.0,453.0,241.0,424745.0,80701.55,344043.45,2524.47,510,No,"Credit Score is too low, should be 640 or above"
9175,9176,3130.0,218.0,388.0,384.0,453142.0,22657.1,430484.9,3158.75,504,No,"Credit Score is too low, should be 640 or above"
9176,9177,7227.0,466.0,419.0,345.0,465764.0,125756.28,340007.72,2494.86,586,No,"Credit Score is too low, should be 640 or above"
9177,9178,7590.0,393.0,439.0,252.0,369922.0,70285.18,299636.82,1608.52,714,No,"DTI is high, should be 43 or less prefereably less than 28%"
9178,9179,9753.0,213.0,462.0,213.0,377272.0,26409.04,350862.96,1479.25,837,No,"DTI is high, should be 43 or less prefereably less than 28%"
9179,9180,7891.0,472.0,445.0,233.0,293481.0,38152.53,255328.47,1218.98,780,No,"DTI is high, should be 43 or less prefereably less than 28%"
9180,9181,3706.0,348.0,394.0,220.0,462666.0,32386.62,430279.38,3157.24,553,No,"Credit Score is too low, should be 640 or above"
9181,9182,6851.0,313.0,392.0,418.0,240256.0,38440.96,201815.04,963.5,751,No,"DTI is high, should be 43 or less prefereably less than 28%"
9182,9183,9027.0,367.0,402.0,399.0,295352.0,26581.68,268770.32,1972.14,517,No,"Credit Score is too low, should be 640 or above"
9183,9184,6600.0,349.0,441.0,297.0,498667.0,59840.04,438826.96,3219.96,583,No,"Credit Score is too low, should be 640 or above"
9184,9185,3613.0,315.0,401.0,310.0,237214.0,14232.84,222981.16,1336.88,693,No,"DTI is high, should be 43 or less prefereably less than 28%"
9185,9186,9868.0,311.0,363.0,234.0,323790.0,74471.7,249318.3,1051.14,811,Yes,You pass all criteria
9186,9187,2533.0,476.0,350.0,237.0,399552.0,47946.24,351605.76,1887.5,709,No,"DTI is high, should be 43 or less prefereably less than 28%"
9187,9188,5047.0,244.0,446.0,348.0,346676.0,48534.64,298141.36,1983.54,605,No,"Credit Score is too low, should be 640 or above"
9188,9189,7064.0,402.0,359.0,233.0,471338.0,75414.08,395923.92,1669.23,825,No,"DTI is high, should be 43 or less prefereably less than 28%"
9189,9190,6001.0,349.0,462.0,213.0,286837.0,65972.51,220864.49,1469.42,634,No,"Credit Score is too low, should be 640 or above"
9190,9191,5992.0,337.0,460.0,391.0,472223.0,103889.06,368333.94,2208.35,656,No,"DTI is high, should be 43 or less prefereably less than 28%"
9191,9192,9824.0,456.0,355.0,269.0,257869.0,36101.66,221767.34,1627.25,538,No,"Credit Score is too low, should be 640 or above"
9192,9193,9265.0,335.0,382.0,209.0,387921.0,93101.04,294819.96,2163.28,574,No,"Credit Score is too low, should be 640 or above"
9193,9194,7766.0,484.0,469.0,271.0,400400.0,60060.0,340340.0,2497.29,575,No,"Credit Score is too low, should be 640 or above"
9194,9195,8161.0,347.0,497.0,226.0,444609.0,88921.8,355687.2,1499.59,832,Yes,You pass all criteria
9195,9196,8290.0,334.0,413.0,315.0,379729.0,91134.96,288594.04,1377.79,777,Yes,You pass all criteria
9196,9197,9796.0,401.0,452.0,390.0,433853.0,82432.07,351420.93,1677.74,751,No,"DTI is high, should be 43 or less prefereably less than 28%"
9197,9198,4045.0,430.0,398.0,375.0,261950.0,20956.0,240994.0,1293.71,710,No,"DTI is high, should be 43 or less prefereably less than 28%"
9198,9199,6022.0,481.0,391.0,357.0,345155.0,17257.75,327897.25,2181.51,617,No,"Credit Score is too low, should be 640 or above"
9199,9200,8756.0,367.0,411.0,442.0,312349.0,49975.84,262373.16,1408.48,734,No,"DTI is high, should be 43 or less prefereably less than 28%"
9200,9201,6372.0,343.0,439.0,293.0,267072.0,24036.48,243035.52,1304.67,701,No,"DTI is high, should be 43 or less prefereably less than 28%"
9201,9202,2013.0,341.0,469.0,266.0,281636.0,76041.72,205594.28,1232.64,695,No,"DTI is high, should be 43 or less prefereably less than 28%"
9202,9203,2926.0,227.0,461.0,262.0,491350.0,39308.0,452042.0,3316.92,542,No,"Credit Score is too low, should be 640 or above"
9203,9204,2044.0,480.0,483.0,378.0,266463.0,21317.04,245145.96,1469.77,685,No,"DTI is high, should be 43 or less prefereably less than 28%"
9204,9205,4047.0,221.0,396.0,311.0,391772.0,113613.88,278158.12,1327.97,752,No,"DTI is high, should be 43 or less prefereably less than 28%"
9205,9206,4148.0,394.0,452.0,388.0,265630.0,58438.6,207191.4,1520.3,578,No,"Credit Score is too low, should be 640 or above"
9206,9207,5123.0,286.0,456.0,365.0,416842.0,108378.92,308463.08,2263.39,527,No,"Credit Score is too low, should be 640 or above"
9207,9208,6601.0,202.0,406.0,314.0,278001.0,58380.21,219620.79,1316.74,686,Yes,You pass all criteria
9208,9209,2002.0,445.0,402.0,369.0,331217.0,19873.02,311343.98,2071.38,636,No,"Credit Score is too low, should be 640 or above"
9209,9210,3222.0,308.0,366.0,417.0,354717.0,102867.93,251849.07,1061.81,819,No,"DTI is high, should be 43 or less prefereably less than 28%"
9210,9211,2933.0,315.0,463.0,246.0,395210.0,98802.5,296407.5,1591.18,745,No,"DTI is high, should be 43 or less prefereably less than 28%"
